,realAltitude,kalmanAltitude
1134,1557.37,1557.07
1135,1557.18,1557.07
1136,1557.56,1557.08
1137,1558.33,1557.09
1138,1557.85,1557.1
1139,1558.62,1557.11
1140,1558.62,1557.12
1141,1559.1,1557.14
1142,1558.52,1557.15
1143,1559.29,1557.17
1144,1559.1,1557.19
1145,1558.52,1557.2
1146,1559.39,1557.23
1147,1559.19,1557.24
1148,1559.1,1557.26
1149,1558.91,1557.28
1150,1559.29,1557.3
1151,1559.39,1557.32
1152,1559.19,1557.34
1153,1559.29,1557.36
1154,1559.39,1557.38
1155,1559.29,1557.4
1156,1559.48,1557.42
1157,1559.19,1557.44
1158,1559.67,1557.46
1159,1559.19,1557.48
1160,1559.1,1557.5
1161,1558.52,1557.51
1162,1558.71,1557.52
1163,1558.81,1557.54
1164,1559.39,1557.56
1165,1559.0,1557.57
1166,1558.91,1557.59
1167,1558.71,1557.6
1168,1559.1,1557.62
1169,1558.71,1557.63
1170,1559.0,1557.65
1171,1559.29,1557.66
1172,1558.81,1557.68
1173,1558.52,1557.69
1174,1559.1,1557.7
1175,1558.91,1557.72
1176,1559.1,1557.73
1177,1559.1,1557.75
1178,1559.0,1557.76
1179,1559.0,1557.77
1180,1559.0,1557.79
1181,1559.0,1557.8
1182,1559.39,1557.82
1183,1559.77,1557.84
1184,1559.1,1557.86
1185,1559.58,1557.88
1186,1559.39,1557.89
1187,1559.19,1557.91
1188,1559.19,1557.92
1189,1559.0,1557.94
1190,1558.43,1557.94
1191,1559.19,1557.96
1192,1558.33,1557.96
1193,1558.04,1557.96
1194,1558.14,1557.96
1195,1557.85,1557.96
1196,1557.95,1557.96
1197,1557.56,1557.96
1198,1557.66,1557.95
1199,1557.66,1557.95
1200,1557.76,1557.95
1201,1556.99,1557.94
1202,1557.18,1557.93
1203,1556.22,1557.91
1204,1556.7,1557.9
1205,1556.89,1557.89
1206,1557.08,1557.88
1207,1557.18,1557.87
1208,1557.66,1557.87
1209,1557.08,1557.86
1210,1557.37,1557.86
1211,1556.99,1557.85
1212,1556.99,1557.84
1213,1557.18,1557.83
1214,1556.22,1557.82
1215,1556.32,1557.8
1216,1556.99,1557.79
1217,1556.89,1557.78
1218,1556.89,1557.77
1219,1556.99,1557.76
1220,1556.89,1557.76
1221,1556.89,1557.75
1222,1557.37,1557.74
1223,1556.99,1557.74
1224,1557.08,1557.73
1225,1557.56,1557.73
1226,1557.18,1557.72
1227,1557.18,1557.72
1228,1557.08,1557.71
1229,1556.8,1557.7
1230,1556.99,1557.69
1231,1556.99,1557.69
1232,1557.56,1557.69
1233,1557.47,1557.68
1234,1556.89,1557.68
1235,1557.28,1557.67
1236,1557.28,1557.67
1237,1556.99,1557.66
1238,1556.89,1557.65
1239,1556.89,1557.65
1240,1556.7,1557.64
1241,1556.99,1557.63
1242,1556.12,1557.62
1243,1556.7,1557.61
1244,1557.28,1557.6
1245,1557.47,1557.6
1246,1556.51,1557.59
1247,1556.7,1557.58
1248,1556.89,1557.58
1249,1556.89,1557.57
1250,1557.08,1557.57
1251,1557.56,1557.57
1252,1557.18,1557.56
1253,1556.6,1557.55
1254,1556.8,1557.55
1255,1557.18,1557.54
1256,1556.41,1557.53
1257,1556.22,1557.52
1258,1556.32,1557.51
1259,1556.7,1557.5
1260,1556.99,1557.5
1261,1556.41,1557.49
1262,1556.7,1557.48
1263,1556.6,1557.47
1264,1556.99,1557.47
1265,1556.51,1557.46
1266,1556.6,1557.45
1267,1557.37,1557.45
1268,1557.18,1557.45
1269,1557.18,1557.45
1270,1556.89,1557.44
1271,1556.89,1557.44
1272,1556.7,1557.43
1273,1556.99,1557.43
1274,1556.8,1557.42
1275,1556.99,1557.42
1276,1556.8,1557.41
1277,1556.51,1557.4
1278,1556.89,1557.4
1279,1556.8,1557.39
1280,1556.6,1557.39
1281,1556.32,1557.38
1282,1556.8,1557.37
1283,1556.6,1557.37
1284,1556.32,1557.36
1285,1556.41,1557.35
1286,1556.41,1557.34
1287,1556.51,1557.33
1288,1556.12,1557.32
1289,1556.32,1557.31
1290,1556.32,1557.31
1291,1556.12,1557.3
1292,1556.51,1557.29
1293,1556.6,1557.28
1294,1556.8,1557.28
1295,1556.6,1557.27
1296,1557.28,1557.27
1297,1557.47,1557.27
1298,1556.6,1557.27
1299,1556.6,1557.26
1300,1556.41,1557.26
1301,1556.6,1557.25
1302,1556.7,1557.25
1303,1556.22,1557.24
1304,1556.22,1557.23
1305,1556.8,1557.22
1306,1556.32,1557.22
1307,1556.41,1557.21
1308,1556.41,1557.2
1309,1556.89,1557.2
1310,1555.93,1557.19
1311,1556.12,1557.18
1312,1556.51,1557.17
1313,1556.8,1557.17
1314,1556.32,1557.16
1315,1556.51,1557.16
1316,1556.41,1557.15
1317,1556.03,1557.14
1318,1556.03,1557.13
1319,1555.84,1557.12
1320,1555.45,1557.11
1321,1555.74,1557.1
1322,1555.55,1557.08
1323,1556.22,1557.08
1324,1556.12,1557.07
1325,1556.51,1557.06
1326,1556.41,1557.06
1327,1556.22,1557.05
1328,1555.84,1557.04
1329,1556.22,1557.03
1330,1555.74,1557.02
1331,1555.74,1557.01
1332,1555.84,1557.0
1333,1555.55,1556.99
1334,1555.74,1556.98
1335,1555.74,1556.97
1336,1555.84,1556.96
1337,1555.17,1556.94
1338,1554.78,1556.92
1339,1555.65,1556.91
1340,1554.69,1556.89
1341,1555.17,1556.87
1342,1555.17,1556.86
1343,1555.45,1556.84
1344,1555.84,1556.84
1345,1554.97,1556.82
1346,1555.17,1556.8
1347,1555.36,1556.79
1348,1555.07,1556.77
1349,1555.07,1556.76
1350,1554.69,1556.74
1351,1555.17,1556.72
1352,1555.17,1556.7
1353,1554.69,1556.68
1354,1554.69,1556.66
1355,1554.02,1556.64
1356,1554.3,1556.61
1357,1554.11,1556.59
1358,1554.11,1556.56
1359,1554.49,1556.54
1360,1554.02,1556.51
1361,1554.11,1556.49
1362,1553.92,1556.46
1363,1553.63,1556.43
1364,1553.63,1556.39
1365,1553.54,1556.36
1366,1553.82,1556.33
1367,1553.34,1556.29
1368,1553.34,1556.26
1369,1553.34,1556.22
1370,1553.44,1556.19
1371,1554.02,1556.16
1372,1553.25,1556.12
1373,1553.34,1556.09
1374,1553.34,1556.05
1375,1552.96,1556.01
1376,1553.15,1555.97
1377,1553.15,1555.93
1378,1552.58,1555.88
1379,1553.15,1555.84
1380,1553.25,1555.81
1381,1552.96,1555.76
1382,1552.48,1555.72
1383,1553.34,1555.68
1384,1552.96,1555.64
1385,1552.77,1555.59
1386,1552.96,1555.55
1387,1552.96,1555.51
1388,1553.34,1555.48
1389,1552.67,1555.43
1390,1552.96,1555.39
1391,1553.06,1555.35
1392,1552.86,1555.31
1393,1552.48,1555.27
1394,1552.96,1555.23
1395,1552.77,1555.19
1396,1552.86,1555.15
1397,1553.44,1555.12
1398,1553.54,1555.09
1399,1553.15,1555.06
1400,1553.15,1555.03
1401,1553.06,1554.99
1402,1553.82,1554.97
1403,1553.82,1554.95
1404,1553.73,1554.93
1405,1553.63,1554.91
1406,1553.44,1554.89
1407,1553.34,1554.86
1408,1553.73,1554.84
1409,1553.73,1554.82
1410,1553.34,1554.8
1411,1553.44,1554.78
1412,1553.34,1554.75
1413,1553.82,1554.74
1414,1553.82,1554.72
1415,1553.82,1554.71
1416,1554.11,1554.7
1417,1554.21,1554.69
1418,1554.3,1554.68
1419,1554.21,1554.68
1420,1553.92,1554.66
1421,1554.3,1554.66
1422,1553.82,1554.65
1423,1553.82,1554.63
1424,1554.11,1554.63
1425,1554.02,1554.62
1426,1553.92,1554.61
1427,1554.11,1554.6
1428,1553.92,1554.59
1429,1554.21,1554.58
1430,1554.02,1554.58
1431,1554.11,1554.57
1432,1554.4,1554.57
1433,1554.11,1554.56
1434,1554.4,1554.56
1435,1553.73,1554.55
1436,1554.78,1554.55
1437,1554.49,1554.55
1438,1554.21,1554.55
1439,1554.4,1554.54
1440,1554.59,1554.54
1441,1554.3,1554.54
1442,1554.21,1554.54
1443,1554.11,1554.53
1444,1554.78,1554.54
1445,1554.02,1554.53
1446,1554.49,1554.53
1447,1554.21,1554.52
1448,1554.21,1554.52
1449,1554.78,1554.52
1450,1554.69,1554.53
1451,1554.59,1554.53
1452,1554.88,1554.53
1453,1554.69,1554.53
1454,1554.69,1554.53
1455,1555.17,1554.54
1456,1554.97,1554.55
1457,1554.88,1554.55
1458,1555.07,1554.56
1459,1555.65,1554.57
1460,1555.07,1554.57
1461,1554.97,1554.58
1462,1555.36,1554.58
1463,1555.45,1554.59
1464,1554.88,1554.6
1465,1555.45,1554.61
1466,1554.97,1554.61
1467,1555.17,1554.62
1468,1554.78,1554.62
1469,1554.49,1554.62
1470,1554.88,1554.62
1471,1554.88,1554.62
1472,1554.49,1554.62
1473,1554.4,1554.62
1474,1554.69,1554.62
1475,1555.26,1554.63
1476,1555.55,1554.63
1477,1555.55,1554.64
1478,1555.55,1554.65
1479,1555.84,1554.66
1480,1556.03,1554.68
1481,1555.74,1554.69
1482,1555.74,1554.7
1483,1555.36,1554.7
1484,1555.55,1554.71
1485,1555.26,1554.72
1486,1555.74,1554.73
1487,1555.17,1554.73
1488,1555.07,1554.74
1489,1555.45,1554.74
1490,1554.78,1554.74
1491,1554.88,1554.74
1492,1554.78,1554.74
1493,1554.69,1554.74
1494,1555.26,1554.75
1495,1555.07,1554.75
1496,1555.65,1554.76
1497,1555.17,1554.76
1498,1555.45,1554.77
1499,1555.07,1554.77
1500,1555.45,1554.78
1501,1555.17,1554.78
1502,1555.45,1554.79
1503,1555.36,1554.79
1504,1554.97,1554.79
1505,1554.97,1554.8
1506,1554.97,1554.8
1507,1554.3,1554.79
1508,1554.97,1554.8
1509,1554.78,1554.79
1510,1555.36,1554.8
1511,1555.17,1554.8
1512,1555.74,1554.81
1513,1554.88,1554.81
1514,1554.78,1554.81
1515,1555.07,1554.81
1516,1555.07,1554.82
1517,1555.36,1554.82
1518,1555.07,1554.82
1519,1554.49,1554.82
1520,1555.45,1554.82
1521,1554.97,1554.83
1522,1555.17,1554.83
1523,1554.88,1554.83
1524,1554.97,1554.83
1525,1554.78,1554.83
1526,1554.69,1554.83
1527,1554.78,1554.83
1528,1554.88,1554.83
1529,1554.78,1554.83
1530,1554.69,1554.83
1531,1554.69,1554.83
1532,1554.88,1554.83
1533,1554.49,1554.82
1534,1554.3,1554.82
1535,1554.4,1554.82
1536,1554.21,1554.81
1537,1554.02,1554.81
1538,1553.73,1554.8
1539,1553.92,1554.79
1540,1553.82,1554.78
1541,1553.63,1554.78
1542,1554.11,1554.77
1543,1553.92,1554.76
1544,1554.11,1554.76
1545,1553.82,1554.75
1546,1554.3,1554.75
1547,1554.49,1554.75
1548,1554.88,1554.75
1549,1554.88,1554.75
1550,1554.4,1554.75
1551,1554.4,1554.74
1552,1554.69,1554.74
1553,1554.21,1554.74
1554,1553.92,1554.73
1555,1554.49,1554.73
1556,1554.69,1554.73
1557,1553.82,1554.73
1558,1554.21,1554.72
1559,1553.82,1554.71
1560,1553.92,1554.71
1561,1554.49,1554.71
1562,1554.11,1554.7
1563,1553.82,1554.7
1564,1553.63,1554.69
1565,1554.02,1554.68
1566,1554.69,1554.68
1567,1554.49,1554.68
1568,1554.49,1554.68
1569,1554.59,1554.68
1570,1554.11,1554.68
1571,1554.78,1554.68
1572,1554.11,1554.67
1573,1554.88,1554.68
1574,1553.73,1554.67
1575,1554.3,1554.67
1576,1553.63,1554.66
1577,1554.02,1554.65
1578,1553.92,1554.65
1579,1553.63,1554.64
1580,1553.73,1554.64
1581,1553.92,1554.63
1582,1553.82,1554.63
1583,1553.82,1554.62
1584,1553.06,1554.61
1585,1553.34,1554.6
1586,1553.73,1554.59
1587,1553.82,1554.59
1588,1553.54,1554.58
1589,1553.54,1554.57
1590,1553.54,1554.57
1591,1553.06,1554.55
1592,1553.92,1554.55
1593,1554.21,1554.55
1594,1553.73,1554.54
1595,1554.02,1554.54
1596,1553.92,1554.53
1597,1553.25,1554.52
1598,1553.54,1554.52
1599,1553.63,1554.51
1600,1552.96,1554.5
1601,1553.44,1554.49
1602,1553.34,1554.48
1603,1553.34,1554.47
1604,1553.25,1554.47
1605,1553.34,1554.46
1606,1553.15,1554.45
1607,1553.34,1554.44
1608,1553.25,1554.43
1609,1552.96,1554.42
1610,1553.06,1554.41
1611,1552.48,1554.39
1612,1553.15,1554.38
1613,1553.15,1554.38
1614,1552.96,1554.36
1615,1552.77,1554.35
1616,1552.86,1554.34
1617,1553.06,1554.33
1618,1553.44,1554.32
1619,1553.15,1554.31
1620,1552.77,1554.3
1621,1552.86,1554.29
1622,1552.96,1554.28
1623,1552.38,1554.26
1624,1553.06,1554.25
1625,1552.67,1554.24
1626,1552.86,1554.23
1627,1552.48,1554.21
1628,1552.1,1554.2
1629,1551.91,1554.18
1630,1552.29,1554.16
1631,1552.38,1554.14
1632,1552.29,1554.13
1633,1551.71,1554.11
1634,1552.0,1554.09
1635,1551.71,1554.06
1636,1551.52,1554.04
1637,1552.0,1554.02
1638,1551.71,1554.0
1639,1551.81,1553.98
1640,1551.62,1553.95
1641,1551.81,1553.93
1642,1551.52,1553.91
1643,1551.62,1553.89
1644,1551.71,1553.86
1645,1551.81,1553.84
1646,1551.52,1553.82
1647,1551.33,1553.79
1648,1550.85,1553.76
1649,1551.23,1553.73
1650,1551.52,1553.71
1651,1551.14,1553.68
1652,1551.04,1553.65
1653,1551.52,1553.62
1654,1551.52,1553.6
1655,1551.33,1553.57
1656,1551.33,1553.54
1657,1551.52,1553.52
1658,1551.33,1553.49
1659,1551.33,1553.47
1660,1551.14,1553.44
1661,1551.43,1553.41
1662,1551.71,1553.39
1663,1551.91,1553.37
1664,1551.81,1553.35
1665,1551.52,1553.33
1666,1551.52,1553.31
1667,1551.62,1553.29
1668,1551.71,1553.27
1669,1551.81,1553.25
1670,1551.91,1553.23
1671,1551.91,1553.21
1672,1551.43,1553.19
1673,1551.81,1553.17
1674,1551.52,1553.15
1675,1551.52,1553.13
1676,1551.43,1553.11
1677,1551.33,1553.08
1678,1551.04,1553.06
1679,1551.33,1553.03
1680,1551.43,1553.01
1681,1551.43,1552.99
1682,1551.23,1552.97
1683,1551.04,1552.94
1684,1551.33,1552.92
1685,1551.43,1552.9
1686,1551.43,1552.88
1687,1551.33,1552.86
1688,1551.33,1552.84
1689,1551.23,1552.81
1690,1551.52,1552.8
1691,1551.04,1552.77
1692,1551.33,1552.75
1693,1551.04,1552.73
1694,1551.33,1552.71
1695,1551.23,1552.69
1696,1551.33,1552.67
1697,1551.23,1552.65
1698,1551.33,1552.63
1699,1551.71,1552.62
1700,1551.43,1552.6
1701,1551.33,1552.59
1702,1551.14,1552.57
1703,1551.04,1552.55
1704,1551.23,1552.53
1705,1551.43,1552.51
1706,1551.04,1552.49
1707,1551.71,1552.48
1708,1551.23,1552.47
1709,1551.71,1552.46
1710,1551.71,1552.45
1711,1551.14,1552.43
1712,1551.81,1552.42
1713,1551.81,1552.41
1714,1551.62,1552.4
1715,1551.62,1552.39
1716,1551.71,1552.38
1717,1552.0,1552.38
1718,1551.62,1552.37
1719,1551.62,1552.36
1720,1551.71,1552.35
1721,1551.91,1552.34
1722,1552.1,1552.34
1723,1552.19,1552.34
1724,1551.81,1552.33
1725,1551.81,1552.33
1726,1551.62,1552.32
1727,1551.81,1552.31
1728,1551.91,1552.31
1729,1552.1,1552.3
1730,1552.19,1552.3
1731,1551.81,1552.3
1732,1551.14,1552.28
1733,1551.71,1552.28
1734,1551.71,1552.27
1735,1552.19,1552.27
1736,1551.62,1552.26
1737,1552.1,1552.26
1738,1552.1,1552.26
1739,1551.91,1552.26
1740,1552.0,1552.25
1741,1552.1,1552.25
1742,1551.52,1552.24
1743,1551.81,1552.24
1744,1551.71,1552.23
1745,1551.33,1552.22
1746,1551.43,1552.21
1747,1551.91,1552.21
1748,1551.81,1552.21
1749,1551.62,1552.2
1750,1551.52,1552.19
1751,1551.52,1552.19
1752,1551.81,1552.18
1753,1551.43,1552.18
1754,1551.43,1552.17
1755,1551.23,1552.16
1756,1551.14,1552.15
1757,1551.23,1552.14
1758,1551.52,1552.13
1759,1551.43,1552.13
1760,1551.52,1552.12
1761,1551.91,1552.12
1762,1551.62,1552.11
1763,1551.04,1552.1
1764,1551.52,1552.1
1765,1551.71,1552.09
1766,1551.33,1552.08
1767,1551.23,1552.08
1768,1551.43,1552.07
1769,1551.33,1552.06
1770,1551.14,1552.05
1771,1551.04,1552.04
1772,1551.71,1552.04
1773,1551.71,1552.04
1774,1551.62,1552.03
1775,1551.62,1552.03
1776,1551.43,1552.02
1777,1551.62,1552.02
1778,1551.71,1552.02
1779,1551.14,1552.01
1780,1551.71,1552.01
1781,1551.52,1552.0
1782,1551.71,1552.0
1783,1551.23,1551.99
1784,1551.33,1551.99
1785,1551.52,1551.98
1786,1551.71,1551.98
1787,1551.33,1551.97
1788,1551.14,1551.97
1789,1551.14,1551.96
1790,1550.95,1551.95
1791,1550.85,1551.94
1792,1550.95,1551.93
1793,1550.76,1551.92
1794,1550.66,1551.91
1795,1551.23,1551.9
1796,1551.04,1551.89
1797,1551.04,1551.89
1798,1550.85,1551.88
1799,1550.95,1551.87
1800,1551.52,1551.87
1801,1551.14,1551.86
1802,1550.95,1551.85
1803,1551.23,1551.85
1804,1550.95,1551.84
1805,1551.14,1551.83
1806,1551.52,1551.83
1807,1550.95,1551.82
1808,1551.14,1551.81
1809,1551.33,1551.81
1810,1551.04,1551.8
1811,1551.43,1551.8
1812,1551.23,1551.8
1813,1550.95,1551.79
1814,1551.14,1551.78
1815,1550.66,1551.77
1816,1551.33,1551.77
1817,1550.95,1551.76
1818,1551.14,1551.76
1819,1550.85,1551.75
1820,1551.14,1551.74
1821,1551.23,1551.74
1822,1550.95,1551.73
1823,1551.33,1551.73
1824,1550.95,1551.72
1825,1551.43,1551.72
1826,1551.23,1551.71
1827,1550.76,1551.71
1828,1550.66,1551.7
1829,1550.95,1551.69
1830,1550.95,1551.68
1831,1550.56,1551.68
1832,1550.85,1551.67
1833,1550.95,1551.66
1834,1550.66,1551.65
1835,1550.85,1551.65
1836,1550.95,1551.64
1837,1550.95,1551.63
1838,1550.85,1551.63
1839,1551.14,1551.62
1840,1550.76,1551.62
1841,1551.04,1551.61
1842,1550.66,1551.6
1843,1550.66,1551.6
1844,1550.28,1551.58
1845,1550.56,1551.58
1846,1550.37,1551.57
1847,1550.85,1551.56
1848,1550.95,1551.55
1849,1550.28,1551.54
1850,1550.28,1551.53
1851,1550.56,1551.52
1852,1550.18,1551.51
1853,1551.04,1551.51
1854,1550.28,1551.5
1855,1550.37,1551.49
1856,1550.18,1551.48
1857,1550.18,1551.47
1858,1550.37,1551.46
1859,1550.28,1551.45
1860,1550.28,1551.44
1861,1549.89,1551.42
1862,1550.08,1551.41
1863,1549.99,1551.4
1864,1550.08,1551.39
1865,1550.08,1551.37
1866,1550.08,1551.36
1867,1550.56,1551.36
1868,1550.47,1551.35
1869,1550.47,1551.34
1870,1550.56,1551.33
1871,1550.37,1551.32
1872,1550.28,1551.31
1873,1550.08,1551.3
1874,1550.28,1551.29
1875,1550.28,1551.28
1876,1549.99,1551.27
1877,1550.18,1551.26
1878,1550.28,1551.25
1879,1550.28,1551.25
1880,1550.28,1551.24
1881,1550.28,1551.23
1882,1550.18,1551.22
1883,1549.99,1551.21
1884,1550.37,1551.2
1885,1550.56,1551.19
1886,1550.28,1551.18
1887,1550.47,1551.18
1888,1550.66,1551.17
1889,1549.89,1551.16
1890,1549.8,1551.15
1891,1549.89,1551.14
1892,1549.99,1551.13
1893,1549.99,1551.12
1894,1550.08,1551.11
1895,1550.18,1551.1
1896,1549.99,1551.09
1897,1549.99,1551.08
1898,1549.89,1551.07
1899,1550.18,1551.06
1900,1549.7,1551.05
1901,1550.18,1551.04
1902,1549.8,1551.03
1903,1549.6,1551.01
1904,1549.7,1551.0
1905,1550.37,1551.0
1906,1549.89,1550.98
1907,1550.47,1550.98
1908,1550.18,1550.97
1909,1550.37,1550.97
1910,1550.56,1550.96
1911,1550.56,1550.96
1912,1550.18,1550.95
1913,1550.37,1550.95
1914,1549.89,1550.94
1915,1549.51,1550.92
1916,1549.51,1550.91
1917,1549.7,1550.9
1918,1550.08,1550.89
1919,1549.6,1550.88
1920,1549.8,1550.87
1921,1549.51,1550.86
1922,1549.89,1550.85
1923,1549.7,1550.84
1924,1549.99,1550.83
1925,1549.51,1550.82
1926,1549.7,1550.81
1927,1549.89,1550.8
1928,1549.89,1550.79
1929,1549.7,1550.78
1930,1549.51,1550.77
1931,1549.03,1550.75
1932,1549.32,1550.74
1933,1549.7,1550.73
1934,1549.7,1550.72
1935,1549.6,1550.71
1936,1549.8,1550.7
1937,1549.8,1550.69
1938,1549.8,1550.68
1939,1549.6,1550.67
1940,1549.7,1550.66
1941,1549.8,1550.65
1942,1549.99,1550.65
1943,1549.7,1550.64
1944,1549.7,1550.63
1945,1549.99,1550.62
1946,1549.6,1550.61
1947,1549.7,1550.6
1948,1550.18,1550.6
1949,1549.8,1550.59
1950,1549.8,1550.58
1951,1549.6,1550.58
1952,1549.7,1550.57
1953,1549.8,1550.56
1954,1550.08,1550.56
1955,1549.7,1550.55
1956,1549.41,1550.54
1957,1549.41,1550.53
1958,1549.7,1550.52
1959,1549.41,1550.51
1960,1549.7,1550.5
1961,1549.03,1550.49
1962,1549.7,1550.48
1963,1549.7,1550.47
1964,1549.32,1550.46
1965,1549.7,1550.45
1966,1549.51,1550.44
1967,1549.6,1550.44
1968,1549.6,1550.43
1969,1549.32,1550.42
1970,1549.03,1550.41
1971,1549.6,1550.4
1972,1549.22,1550.39
1973,1549.41,1550.38
1974,1549.22,1550.37
1975,1549.32,1550.36
1976,1549.6,1550.35
1977,1549.7,1550.34
1978,1549.6,1550.34
1979,1549.89,1550.33
1980,1549.6,1550.33
1981,1549.8,1550.32
1982,1550.28,1550.32
1983,1549.6,1550.31
1984,1549.7,1550.31
1985,1550.37,1550.31
1986,1549.99,1550.31
1987,1550.08,1550.3
1988,1549.6,1550.3
1989,1550.08,1550.3
1990,1549.89,1550.29
1991,1549.99,1550.29
1992,1549.8,1550.29
1993,1549.99,1550.28
1994,1549.99,1550.28
1995,1550.08,1550.28
1996,1550.18,1550.28
1997,1549.8,1550.27
1998,1549.8,1550.27
1999,1549.7,1550.26
2000,1549.6,1550.26
2001,1550.08,1550.26
2002,1549.8,1550.25
2003,1549.99,1550.25
2004,1549.89,1550.25
2005,1549.6,1550.24
2006,1550.28,1550.24
2007,1549.41,1550.24
2008,1550.28,1550.24
2009,1549.89,1550.23
2010,1549.6,1550.23
2011,1549.6,1550.22
2012,1549.99,1550.22
2013,1550.28,1550.22
2014,1550.28,1550.22
2015,1550.37,1550.22
2016,1550.47,1550.23
2017,1550.37,1550.23
2018,1549.8,1550.22
2019,1549.8,1550.22
2020,1549.89,1550.22
2021,1549.8,1550.21
2022,1549.99,1550.21
2023,1549.7,1550.21
2024,1549.6,1550.2
2025,1549.7,1550.2
2026,1549.99,1550.2
2027,1549.8,1550.2
2028,1549.7,1550.19
2029,1549.89,1550.19
2030,1549.89,1550.19
2031,1549.7,1550.18
2032,1549.6,1550.18
2033,1549.32,1550.17
2034,1549.51,1550.17
2035,1549.41,1550.16
2036,1549.8,1550.16
2037,1549.8,1550.16
2038,1549.8,1550.15
2039,1549.41,1550.15
2040,1549.51,1550.14
2041,1549.7,1550.14
2042,1549.41,1550.14
2043,1549.6,1550.13
2044,1549.7,1550.13
2045,1549.7,1550.13
2046,1549.8,1550.12
2047,1549.6,1550.12
2048,1549.6,1550.12
2049,1549.51,1550.11
2050,1549.32,1550.11
2051,1549.6,1550.1
2052,1549.51,1550.1
2053,1549.89,1550.1
2054,1549.22,1550.09
2055,1549.32,1550.09
2056,1549.6,1550.08
2057,1550.08,1550.08
2058,1550.08,1550.08
2059,1550.18,1550.08
2060,1549.51,1550.08
2061,1549.8,1550.08
2062,1549.6,1550.07
2063,1549.7,1550.07
2064,1549.89,1550.07
2065,1549.89,1550.07
2066,1549.8,1550.07
2067,1549.41,1550.06
2068,1549.41,1550.06
2069,1549.7,1550.06
2070,1549.6,1550.05
2071,1549.89,1550.05
2072,1549.32,1550.05
2073,1549.6,1550.04
2074,1549.6,1550.04
2075,1549.51,1550.04
2076,1549.7,1550.03
2077,1549.99,1550.03
2078,1549.8,1550.03
2079,1549.41,1550.03
2080,1549.6,1550.03
2081,1549.22,1550.02
2082,1549.51,1550.02
2083,1549.41,1550.01
2084,1549.51,1550.01
2085,1549.32,1550.01
2086,1549.22,1550.0
2087,1549.41,1550.0
2088,1549.22,1549.99
2089,1549.6,1549.99
2090,1549.41,1549.98
2091,1549.32,1549.98
2092,1549.51,1549.98
2093,1549.03,1549.97
2094,1549.89,1549.97
2095,1548.93,1549.96
2096,1549.8,1549.96
2097,1549.32,1549.96
2098,1549.41,1549.96
2099,1549.03,1549.95
2100,1548.84,1549.94
2101,1550.08,1549.94
2102,1549.03,1549.94
2103,1549.32,1549.93
2104,1549.22,1549.93
2105,1549.32,1549.92
2106,1549.41,1549.92
2107,1548.84,1549.91
2108,1549.22,1549.91
2109,1549.13,1549.9
2110,1548.84,1549.9
2111,1548.84,1549.89
2112,1548.93,1549.88
2113,1549.03,1549.88
2114,1549.13,1549.87
2115,1548.74,1549.87
2116,1549.41,1549.86
2117,1548.93,1549.86
2118,1549.13,1549.85
2119,1549.13,1549.85
2120,1549.13,1549.84
2121,1549.13,1549.84
2122,1549.03,1549.83
2123,1549.13,1549.83
2124,1549.32,1549.82
2125,1548.74,1549.82
2126,1549.13,1549.81
2127,1548.65,1549.8
2128,1548.74,1549.8
2129,1548.74,1549.79
2130,1548.93,1549.78
2131,1548.84,1549.78
2132,1548.74,1549.77
2133,1548.74,1549.76
2134,1548.74,1549.76
2135,1548.74,1549.75
2136,1548.74,1549.74
2137,1548.93,1549.74
2138,1549.22,1549.73
2139,1549.32,1549.73
2140,1548.65,1549.72
2141,1548.45,1549.71
2142,1549.03,1549.71
2143,1549.41,1549.71
2144,1548.84,1549.7
2145,1548.26,1549.69
2146,1548.26,1549.68
2147,1548.65,1549.67
2148,1548.65,1549.67
2149,1548.55,1549.66
2150,1548.55,1549.65
2151,1548.65,1549.64
2152,1548.74,1549.64
2153,1548.74,1549.63
2154,1548.55,1549.62
2155,1549.03,1549.62
2156,1548.26,1549.61
2157,1549.03,1549.6
2158,1549.13,1549.6
2159,1548.84,1549.6
2160,1548.84,1549.59
2161,1548.93,1549.59
2162,1549.03,1549.58
2163,1548.74,1549.58
2164,1548.84,1549.57
2165,1548.55,1549.56
2166,1548.84,1549.56
2167,1548.93,1549.55
2168,1548.45,1549.54
2169,1548.93,1549.54
2170,1548.17,1549.53
2171,1548.17,1549.52
2172,1548.26,1549.51
2173,1548.93,1549.51
2174,1548.17,1549.5
2175,1548.84,1549.49
2176,1549.03,1549.49
2177,1548.74,1549.48
2178,1548.93,1549.48
2179,1548.74,1549.47
2180,1548.65,1549.47
2181,1548.45,1549.46
2182,1548.26,1549.45
2183,1547.88,1549.44
2184,1547.69,1549.43
2185,1548.26,1549.42
2186,1548.07,1549.41
2187,1548.17,1549.4
2188,1548.55,1549.39
2189,1548.07,1549.38
2190,1547.98,1549.37
2191,1548.07,1549.36
2192,1548.17,1549.35
2193,1548.45,1549.34
2194,1548.07,1549.33
2195,1548.17,1549.32
2196,1548.45,1549.32
2197,1548.17,1549.31
2198,1548.84,1549.3
2199,1548.17,1549.3
2200,1548.55,1549.29
2201,1548.45,1549.28
2202,1548.07,1549.27
2203,1547.88,1549.26
2204,1547.98,1549.25
2205,1547.98,1549.24
2206,1547.88,1549.23
2207,1547.88,1549.22
2208,1547.88,1549.21
