1 , 1547.30 , 1463.56
2 , 1547.21 , 1537.69
3 , 1546.92 , 1543.41
4 , 1546.92 , 1544.83
5 , 1546.54 , 1545.33
6 , 1547.21 , 1545.76
7 , 1546.92 , 1545.98
8 , 1546.73 , 1546.10
9 , 1547.02 , 1546.23
10 , 1547.30 , 1546.36
11 , 1547.02 , 1546.44
12 , 1545.96 , 1546.39
13 , 1546.63 , 1546.41
14 , 1547.30 , 1546.49
15 , 1547.40 , 1546.56
16 , 1546.54 , 1546.56
17 , 1546.92 , 1546.58
18 , 1547.40 , 1546.63
19 , 1547.02 , 1546.66
20 , 1547.50 , 1546.71
21 , 1546.83 , 1546.71
22 , 1546.83 , 1546.72
23 , 1546.73 , 1546.72
24 , 1546.92 , 1546.73
25 , 1546.83 , 1546.73
26 , 1546.83 , 1546.74
27 , 1547.02 , 1546.75
28 , 1547.02 , 1546.76
29 , 1546.83 , 1546.76
30 , 1547.02 , 1546.77
31 , 1547.11 , 1546.78
32 , 1547.11 , 1546.79
33 , 1547.21 , 1546.81
34 , 1547.11 , 1546.82
35 , 1547.21 , 1546.83
36 , 1546.83 , 1546.83
37 , 1546.92 , 1546.83
38 , 1546.83 , 1546.83
39 , 1546.92 , 1546.84
40 , 1547.02 , 1546.84
41 , 1546.83 , 1546.84
42 , 1546.92 , 1546.84
43 , 1546.63 , 1546.84
44 , 1546.73 , 1546.83
45 , 1546.63 , 1546.83
46 , 1546.73 , 1546.83
47 , 1546.73 , 1546.82
48 , 1546.54 , 1546.82
49 , 1546.73 , 1546.82
50 , 1547.02 , 1546.82
51 , 1546.92 , 1546.82
52 , 1546.44 , 1546.81
53 , 1547.11 , 1546.82
54 , 1546.73 , 1546.82
55 , 1546.63 , 1546.82
56 , 1547.02 , 1546.82
57 , 1547.21 , 1546.83
58 , 1547.02 , 1546.83
59 , 1547.02 , 1546.83
60 , 1546.83 , 1546.83
61 , 1547.11 , 1546.84
62 , 1546.83 , 1546.84
63 , 1547.30 , 1546.85
64 , 1547.21 , 1546.85
65 , 1546.83 , 1546.85
66 , 1547.11 , 1546.86
67 , 1547.30 , 1546.86
68 , 1547.21 , 1546.87
69 , 1547.30 , 1546.88
70 , 1547.30 , 1546.88
71 , 1546.83 , 1546.88
72 , 1547.69 , 1546.90
73 , 1547.40 , 1546.90
74 , 1547.50 , 1546.91
75 , 1547.30 , 1546.92
76 , 1547.30 , 1546.92
77 , 1547.40 , 1546.93
78 , 1547.50 , 1546.94
79 , 1547.30 , 1546.94
80 , 1547.40 , 1546.95
81 , 1547.30 , 1546.96
82 , 1547.11 , 1546.96
83 , 1547.69 , 1546.97
84 , 1547.59 , 1546.98
85 , 1547.88 , 1546.99
86 , 1547.40 , 1546.99
87 , 1547.78 , 1547.00
88 , 1548.07 , 1547.02
89 , 1548.07 , 1547.03
90 , 1547.59 , 1547.04
91 , 1547.69 , 1547.05
92 , 1547.59 , 1547.06
93 , 1547.59 , 1547.06
94 , 1547.21 , 1547.06
95 , 1547.21 , 1547.07
96 , 1547.69 , 1547.07
97 , 1547.40 , 1547.08
98 , 1547.50 , 1547.08
99 , 1547.40 , 1547.09
100 , 1547.59 , 1547.09
101 , 1547.02 , 1547.09
102 , 1547.50 , 1547.10
103 , 1547.11 , 1547.10
104 , 1547.30 , 1547.10
105 , 1547.59 , 1547.11
106 , 1547.69 , 1547.11
107 , 1547.02 , 1547.11
108 , 1547.78 , 1547.12
109 , 1547.30 , 1547.12
110 , 1547.59 , 1547.13
111 , 1547.69 , 1547.13
112 , 1547.11 , 1547.13
113 , 1547.69 , 1547.14
114 , 1547.30 , 1547.14
115 , 1547.78 , 1547.15
116 , 1547.88 , 1547.16
117 , 1547.59 , 1547.16
118 , 1547.59 , 1547.16
119 , 1547.50 , 1547.17
120 , 1547.69 , 1547.17
121 , 1547.50 , 1547.18
122 , 1547.30 , 1547.18
123 , 1547.69 , 1547.18
124 , 1547.40 , 1547.19
125 , 1547.40 , 1547.19
126 , 1547.88 , 1547.19
127 , 1547.78 , 1547.20
128 , 1547.50 , 1547.20
129 , 1547.40 , 1547.21
130 , 1547.30 , 1547.21
131 , 1547.30 , 1547.21
132 , 1547.02 , 1547.21
133 , 1547.50 , 1547.21
134 , 1547.40 , 1547.21
135 , 1547.78 , 1547.22
136 , 1547.59 , 1547.22
137 , 1547.69 , 1547.22
138 , 1547.59 , 1547.23
139 , 1547.02 , 1547.23
140 , 1547.30 , 1547.23
141 , 1547.02 , 1547.22
142 , 1547.98 , 1547.23
143 , 1547.21 , 1547.23
144 , 1547.40 , 1547.23
145 , 1547.98 , 1547.24
146 , 1547.59 , 1547.24
147 , 1548.17 , 1547.25
148 , 1547.78 , 1547.25
149 , 1547.59 , 1547.26
150 , 1547.50 , 1547.26
151 , 1547.88 , 1547.27
152 , 1547.98 , 1547.27
153 , 1547.40 , 1547.27
154 , 1547.40 , 1547.27
155 , 1547.78 , 1547.28
156 , 1547.78 , 1547.28
157 , 1547.69 , 1547.29
158 , 1547.78 , 1547.29
159 , 1548.07 , 1547.30
160 , 1547.40 , 1547.30
161 , 1547.59 , 1547.30
162 , 1547.78 , 1547.30
163 , 1547.98 , 1547.31
164 , 1547.40 , 1547.31
165 , 1547.30 , 1547.31
166 , 1547.40 , 1547.31
167 , 1547.50 , 1547.31
168 , 1547.50 , 1547.31
169 , 1547.78 , 1547.32
170 , 1547.98 , 1547.32
171 , 1547.50 , 1547.32
172 , 1547.69 , 1547.33
173 , 1547.69 , 1547.33
174 , 1547.69 , 1547.33
175 , 1547.69 , 1547.34
176 , 1547.78 , 1547.34
177 , 1547.59 , 1547.34
178 , 1547.11 , 1547.34
179 , 1547.88 , 1547.34
180 , 1547.88 , 1547.35
181 , 1548.07 , 1547.35
182 , 1548.07 , 1547.36
183 , 1548.45 , 1547.37
184 , 1547.50 , 1547.37
185 , 1548.17 , 1547.37
186 , 1547.88 , 1547.38
