Index, Raw, Filtered
133, 1559.00, 1560.94
134, 1559.10, 1560.98
135, 1558.62, 1560.90
136, 1558.62, 1560.85
137, 1559.00, 1560.88
138, 1558.81, 1560.87
139, 1558.24, 1560.74
140, 1558.71, 1560.74
141, 1558.91, 1560.78
142, 1558.91, 1560.81
143, 1559.00, 1560.86
144, 1559.29, 1560.97
145, 1559.00, 1560.99
146, 1558.71, 1560.94
147, 1559.29, 1561.04
148, 1558.91, 1561.03
149, 1559.29, 1561.10
150, 1559.10, 1561.12
151, 1559.00, 1561.12
152, 1558.81, 1561.07
153, 1558.91, 1561.06
154, 1559.10, 1561.08
155, 1559.19, 1561.13
156, 1559.00, 1561.12
157, 1559.00, 1561.11
158, 1558.81, 1561.06
159, 1558.71, 1560.99
160, 1559.19, 1561.05
161, 1558.91, 1561.05
162, 1558.52, 1560.97
163, 1558.81, 1560.97
164, 1559.29, 1561.06
165, 1559.00, 1561.08
166, 1558.91, 1561.07
167, 1559.48, 1561.19
168, 1558.81, 1561.14
169, 1559.48, 1561.25
170, 1559.10, 1561.26
171, 1559.29, 1561.30
172, 1559.29, 1561.33
173, 1558.62, 1561.20
174, 1559.00, 1561.18
175, 1559.00, 1561.16
176, 1559.58, 1561.28
177, 1559.29, 1561.31
178, 1559.10, 1561.28
179, 1559.10, 1561.27
180, 1559.67, 1561.38
181, 1559.19, 1561.36
182, 1559.29, 1561.37
183, 1558.33, 1561.17
184, 1558.71, 1561.09
185, 1558.62, 1561.00
186, 1558.91, 1560.99
187, 1559.00, 1561.00
188, 1558.71, 1560.95
189, 1559.29, 1561.04
190, 1559.29, 1561.11
191, 1559.19, 1561.15
192, 1559.19, 1561.18
193, 1559.29, 1561.22
194, 1559.29, 1561.26
195, 1559.19, 1561.26
196, 1559.00, 1561.23
197, 1559.58, 1561.33
198, 1559.87, 1561.47
199, 1559.48, 1561.50
200, 1559.77, 1561.59
201, 1559.19, 1561.54
202, 1559.48, 1561.56
203, 1559.39, 1561.55
204, 1559.67, 1561.61
205, 1559.10, 1561.53
206, 1559.58, 1561.57
207, 1559.48, 1561.58
208, 1559.58, 1561.62
209, 1559.58, 1561.64
210, 1559.58, 1561.67
211, 1559.48, 1561.66
212, 1559.48, 1561.66
213, 1559.29, 1561.61
214, 1559.48, 1561.61
215, 1559.00, 1561.51
216, 1559.00, 1561.43
217, 1559.58, 1561.49
218, 1559.19, 1561.45
219, 1559.29, 1561.45
220, 1559.29, 1561.44
221, 1559.67, 1561.52
222, 1559.58, 1561.57
223, 1559.87, 1561.67
224, 1559.48, 1561.66
225, 1559.48, 1561.66
226, 1559.00, 1561.55
227, 1559.77, 1561.63
228, 1559.87, 1561.72
229, 1559.96, 1561.81
230, 1559.87, 1561.86
231, 1559.77, 1561.89
232, 1559.39, 1561.82
233, 1559.87, 1561.87
234, 1559.48, 1561.82
235, 1559.58, 1561.81
236, 1559.48, 1561.77
237, 1560.54, 1561.98
238, 1559.48, 1561.91
239, 1560.06, 1561.98
240, 1559.58, 1561.93
241, 1559.67, 1561.91
242, 1559.77, 1561.92
243, 1559.19, 1561.80
244, 1559.58, 1561.78
245, 1559.39, 1561.73
